date,volcano,value,unit,track,product,sensor,image_path
2020-08-04T09:57:29,Villarrica,3.47e-05,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200729T095705_20200804T095729_VV_disp.png
2020-08-09T23:43:04,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200803T234221_20200809T234303_VV_disp.png
2020-08-10T09:57:06,Villarrica,0.000247,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200804T095729_20200810T095706_VV_disp.png
2020-08-15T23:42:22,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200809T234303_20200815T234222_VV_disp.png
2020-08-16T09:57:30,Villarrica,0.000933,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200810T095706_20200816T095730_VV_disp.png
2020-08-21T23:43:04,Villarrica,0.000242,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200815T234222_20200821T234304_VV_disp.png
2020-08-22T09:57:07,Villarrica,0.00014,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200816T095730_20200822T095706_VV_disp.png
2020-08-27T23:42:23,Villarrica,5.37e-05,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200821T234304_20200827T234222_VV_disp.png
2020-08-28T09:57:31,Villarrica,0.000137,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200822T095706_20200828T095730_VV_disp.png
2020-09-02T23:43:05,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200827T234222_20200902T234304_VV_disp.png
2020-09-03T09:57:08,Villarrica,0.000206,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200828T095730_20200903T095707_VV_disp.png
2020-09-08T23:42:23,Villarrica,0.000239,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200902T234304_20200908T234223_VV_disp.png
2020-09-14T23:43:05,Villarrica,8.97e-06,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200908T234223_20200914T234305_VV_disp.png
2020-09-15T09:57:08,Villarrica,0.000239,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200903T095707_20200915T095708_VV_disp.png
2020-09-20T23:42:24,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200914T234305_20200920T234223_VV_disp.png
2020-09-21T09:57:32,Villarrica,0.0,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200915T095708_20200921T095731_VV_disp.png
2020-09-26T23:43:06,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200920T234223_20200926T234305_VV_disp.png
2020-09-27T09:57:08,Villarrica,0.000399,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200921T095731_20200927T095708_VV_disp.png
2020-10-02T23:42:24,Villarrica,0.0,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200926T234305_20201002T234223_VV_disp.png
2020-10-03T09:57:32,Villarrica,0.00013,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20200927T095708_20201003T095732_VV_disp.png
2020-10-08T23:43:06,Villarrica,2.17e-05,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201002T234223_20201008T234306_VV_disp.png
2020-10-09T09:57:09,Villarrica,0.000244,m_LOS,desc,def_desc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201003T095732_20201009T095708_VV_disp.png
2020-10-14T23:42:24,Villarrica,0.00031,m_LOS,asc,def_asc,Sentinel-1,data_mounts/villarrica/2020/villarrica_20201008T234306_20201014T234224_VV_disp.png
