date,value,unit,product,sensor,image_path,image_url
2018-09-02T09:56:15,530397.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2018/nevadoschillan_20180821T095614_20180902T095615_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2018/nevadoschillan_20180821T095614_20180902T095615_VV_coh.png
2018-09-07T10:04:08,534628.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2018/nevadoschillan_20180826T100426_20180907T100407_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2018/nevadoschillan_20180826T100426_20180907T100407_VV_coh.png
2020-10-21T09:56:19,437176.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201015T095707_20201021T095618_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201015T095707_20201021T095618_VV_coh.png
2020-10-27T09:57:07,451104.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201021T095618_20201027T095707_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201021T095618_20201027T095707_VV_coh.png
2020-11-02T09:56:19,413212.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201027T095707_20201102T095618_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201027T095707_20201102T095618_VV_coh.png
2020-11-08T09:57:07,424582.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201102T095618_20201108T095707_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201102T095618_20201108T095707_VV_coh.png
2020-11-20T09:57:07,331676.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201108T095707_20201120T095706_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201108T095707_20201120T095706_VV_coh.png
2020-11-26T09:56:18,281031.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201120T095706_20201126T095618_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201120T095706_20201126T095618_VV_coh.png
2020-12-02T09:57:06,324189.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201126T095618_20201202T095706_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201126T095618_20201202T095706_VV_coh.png
2020-12-08T09:56:18,205550.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201202T095706_20201208T095617_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201202T095706_20201208T095617_VV_coh.png
2020-12-14T09:57:06,400664.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201208T095617_20201214T095706_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201208T095617_20201214T095706_VV_coh.png
2020-12-20T09:56:17,290010.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201214T095706_20201220T095617_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201214T095706_20201220T095617_VV_coh.png
2020-12-26T09:57:05,341597.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2020/nevadoschillan_20201220T095617_20201226T095705_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2020/nevadoschillan_20201220T095617_20201226T095705_VV_coh.png
2021-01-01T09:56:17,112317.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20201226T095705_20210101T095616_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20201226T095705_20210101T095616_VV_coh.png
2021-01-07T09:57:05,276084.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210101T095616_20210107T095704_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210101T095616_20210107T095704_VV_coh.png
2021-01-13T09:56:16,117024.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210107T095704_20210113T095616_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210107T095704_20210113T095616_VV_coh.png
2021-01-19T09:57:04,254546.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210113T095616_20210119T095704_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210113T095616_20210119T095704_VV_coh.png
2021-01-25T09:56:16,82786.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210119T095704_20210125T095615_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210119T095704_20210125T095615_VV_coh.png
2021-01-31T09:57:04,336127.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210125T095615_20210131T095704_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210125T095615_20210131T095704_VV_coh.png
2021-02-06T09:56:15,159725.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210131T095704_20210206T095615_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210131T095704_20210206T095615_VV_coh.png
2021-02-12T09:57:04,224539.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210206T095615_20210212T095703_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210206T095615_20210212T095703_VV_coh.png
2021-02-18T09:56:11,84870.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210212T095703_20210218T095611_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210212T095703_20210218T095611_VV_coh.png
2021-02-24T09:57:03,85159.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210218T095611_20210224T095703_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210218T095611_20210224T095703_VV_coh.png
2021-03-02T09:56:15,226645.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210224T095703_20210302T095614_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210224T095703_20210302T095614_VV_coh.png
2021-03-08T09:57:03,219977.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210302T095614_20210308T095703_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210302T095614_20210308T095703_VV_coh.png
2021-03-14T09:56:15,234088.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210308T095703_20210314T095615_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210308T095703_20210314T095615_VV_coh.png
2021-03-20T09:57:03,245916.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210314T095615_20210320T095703_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210314T095615_20210320T095703_VV_coh.png
2021-03-26T09:56:15,301688.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210320T095703_20210326T095615_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210320T095703_20210326T095615_VV_coh.png
2021-04-01T09:57:04,317164.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210326T095615_20210401T095703_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210326T095615_20210401T095703_VV_coh.png
2021-04-07T09:56:16,289717.0,Npix_coh<0.5,coh_desc,Sentinel-1,data_mounts/nevadoschillan/2021/nevadoschillan_20210401T095703_20210407T095615_VV_coh.png,http://www.mounts-project.com/static/data_mounts/nevadoschillan/2021/nevadoschillan_20210401T095703_20210407T095615_VV_coh.png
